releveID,Achimill,Achiptar,Agrocani,Agrotenu,Ajugrept,Alchvulg,Alopprat,Angesilv,Anthodor,Arrhelat,Avenpube,Betooffi,Betupend,Brizmed,Caluvulg,Cardprat,Careflav,Carehart,Carehirt,Carelepo,Carenigr,Carepale,Carepani,Carepilu,Carepuli,Carestel,Careumbr,Centjace,Ceravulg,Cirspalu,Cynocris,Dactglom,Dactmaja,Dantdecu,Desccesp,Dryodila,Epiladen,Epilpalu,Equiarve,EquiSylv,Festovin,Festprat,Festrubr,Galialbu,Galibore,Galipalu,Galiulig,Hierumbe,Holclana,Holcmoll,Hyporadi,Junceffu,Lathprat,Leonhisp,Lotucorn,Luzumult,Lychflos,Lysinumm,Lysivulg,Mentarve,Molicaer,Myosnemo,Nardstri,Pedisylv,Pimpmajo,Pinusylv,Planlanc,poa_prat,poa_triv,Poputrem,Poteerec,Prunvulg,Querrobu,Ranuacer,Ranuauri,Ranuflam,Ranunemo,Rumeacet,Saliauri,Sangoffi,Scirsylv,Scorhumi,Selicarv,Senerivu,Serrtinc,Stelgram,Succprat,Taraoffi,Trifdubi,Trifrepe,Urtidioi,Vaccmyrt,Valedioi,Verocham,Verooffi,Veroserp,Vicicrac
r1999p2,0,4,0,0,0.5,0,0,7,1,0,0,3,0,0,0,4,0,5,0,0,0,7,7,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,3,0,2,0,2,0,1,0,0,3,2,0,0,0,2,0,4,0,25,3,0,0,0,0,0,0,0,0,15,0,0,2,0,0,0,0,0,0,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
r1999p3,0,1,5,0,2,0,0,3,4,0,0,3,0,0.5,0,0.5,0,3,0,0,1,4,4,2,0,2,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,10,20,0,0,0.2,1,0,20,0,0,10,2,0,0,0,3,0,4,0,3,7,3,0,0,0,0,0,4,0,5,1,0,0,1,0,0,0,0,0,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
r1999p4,0,5,0,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,1,0.5,10,0,0,0,2,0,3,0,0,20,4,0,0,0,0,0,6,0,15,2,0,0,0,0,0,0,2,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1999p5,0,10,0,0,0.5,0,0,2,0,0,0,0,0,1,0,0,0,5,0,0,1,5,15,5,1,0,0,10,0,1,0,0,0,0.5,0,0,0,0,0,0,5,0.5,2,0,7,0,2,0,2,0,0,5,2,0,0,1,0,0,3,0,1,0.5,1,0,0,0,0,0,0,0,15,0.5,0,0,0,0,3,2,0,4,0.2,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5
r1999p6,0,0.2,0,0,1,0,0,1,2,0,0,0,0,1,0,0.2,0,2,0,0,2,3,8,2,1,0,10,0,0,4,0,0,0,0,0,0,0,0,1,0,3,2,3,0,4,0,2,0,4,0,0,6,2,0,0,2,0.2,0,2,0,25,2,8,0,0,0,2,0,0,0,5,5,0,2,1,0,4,0.2,0,2,3,1,3,0,0,0,0.5,0,0.2,0,0,0,1,0,0,0,0
r1999p7,0,5,0,1,0,0,0,3,2,0,0,0,0,0,0,2,0,8,0,1,0,0,5,3,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,4,0,0,5,5,0,0,0,6,0,5,0,0,8,2,0,0,0,0,0,7,3,2,7,1,0,0,0,0,0,35,0,5,0.1,0,1,2,0,0,0,0,0,20,0,0.1,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0
r1999p8,0,1,10,3,4,0,0,2,3,0,0,5,0,2,0,1,0,6,0,1,3,10,7,0,0,2,5,0,0.2,3,0,0,0,0,0.2,0,0,0.2,0,0,0,6,12,0,0,0,0.1,0,8,0,0,10,3,0,0,0.5,0,0,2,0,8,8,0.5,0,0,0,1,0,8,0,2,0.5,0,2,2,0.1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1999p9,0,2,2,10,2,0,0,3,2,0,0,0,0,0.5,0,0.2,0,4,0,2,2,10,8,0,0,0,0,2,2,10,0,0,0,0,0,0,0,0,0,0,1,3,15,0,2,0,0.2,0,15,0,0,3,5,0,0,0,1,0,9,0,10,2,0,0,0,0.1,0,0,25,0,1,1,0,1,1,0.1,0,1,0,0,2,0,3,0,0,0,2,0.2,0,0,0,0,0,0,0,0,0
r1999p10,0,7,10,0,0,0,0,4,0.1,0,0,0,0,0,0,0,0,2,0,6,0,8,1,0,0,0,0,0,4,0.5,0,0,0,0,15,0,0,0,0,0,0,2,15,0,0.5,0,3,0,5,0,0,8,5,0,0,0,0.5,0,3,0,0.5,5,0,0,0,0,0,0,0.1,0,4,0,0,0,1,0,0,5,0,6,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1999p11,0,1,2,0,0,0,0,3,8,0,0,0,0,1,0,1,0,7,0,4,2,10,8,2,0,0,0,1,0.2,5,0,0,0,0,8,0,0,0,0,0,5,1,10,0,4,0,1,2,12,0,0,15,4,0,0,5,4,0,2,0.2,15,3,10,0,1,0,3,0,2,0,8,9,0,2,0,0,0,0,0,0,0,2,7,0,0,0,2,0,0.5,0,0,0,0,0,0,0,0
r1999p12,0,5,3,2,0,0,0,2,2,0,0,0,0,0,0,2,0,5,0,4,2,4,6,2,1,0,4,0,2,7,0,0,0,0.2,4,0,0,0,0,0,3,2,3,0,4,0,1,0,8,0,0,8,1,0,0,0.2,5,0,4,3,2,1,0,0,0,0,0,0,7,0,10,1,0.5,1,2,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1999p13,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0.5,0,0,0,0,2,10,0,15,0,7,0,1,0,0,0,2,0,0,0,0,0,6,0,20,1,0,0,0,0,0,0,15,0,0,0,0,0,0.1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
r1999p14,0,0,5,0,1,0,0,2,5,0,0,5,0,3,0,0,0,5,0,3,4,8,0.2,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,3,4,20,0,2,0,0,0,20,0,0,5,5,0,0,0,2,0,4,0,3,7,5,0,0,0,0,0,6,0,2,0.2,0,2,0.1,0,0,1,0,0,0,0,2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
r1999p15,0,4,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,0,0,0,3,2,0.2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,7,1,1,0,2,0,0.5,2,2,0,0,4,1,0,0,0,0,0,6,0,40,2,2,0,0,0,0,0,3,0,3,0,0,0,2,0,1,0.2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,20,0,0,0
r1999p16,0,2,0,1,0,0,0,3,8,0,0,0,0,2,0,1,0,8,0,0,2,12,15,2,2,0,2,0,0,6,0,0,0,0.1,6,0,0,0,0,0,5,3,8,0,3,0.2,1,0,10,0,0,8,2,0,0,6,3,0,4,0,2,6,3,0,0,0,2,0,0,0,15,7,0,5,0,0,0,1,0,0,0,5,10,0,0,0,3,0,0.1,0,0,0,0.1,3,0,0,0
r1999p17,0,0,3,0,0,2,0,2,0,0,5,20,0,2,0,0,0,0,0,0,0,7,5,2,3,0,10,2,1,7,0,0,0,2,0,0,0.3,0.3,0,0,4,3,6,0,20,0,0.5,0.5,5,0,0,2,1,0,0,0.2,1,0,0,0,5,2,3,0,0,0,0,0,0,0,12,1,0,6,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1999p18,0,0,3,40,0,0,0,6,0,0,2,35,0,0,0,0.2,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,15,0,0,7,7,0,0,0,2,0,0,0,4,1,0,0,0,0,0,0,5,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0
r1999p19,0,4,5,0,0,0,0,2,0,0,0,4,0,0,0,0,0,2,0,0,2,0,1,0.5,0,0,0,0,0,4,0,0,0.5,0,0,0,2,0,0,0,0,6,15,0,3,0,0,0,6,0,0,10,2,0,0,0,0,0,5,0,1,25,0,0,0,0,0,0,10,0,3,0.1,0,0,0,0,1,4,0,0,0,0,8,0,0,0,0,0.1,0,0,0,0,0,5,0,0,0
r1999p20,0,0,3,0,0,0,0,1,7,0,0,2,0,3,0,0,0,3,0,0,0,8,8,3,1,2,0,3,1,4,0,0,0,0,0.5,0,0,0,0,0,3,0.2,2,0,2,0,1,0,4,0,0,15,0.2,0,0,5,4,0,3,0,6,5,12,0,0,0,0.5,0,0.2,0,8,5,0,1,0.2,0,0,0.1,0,0,0,0.2,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0
r1999p21,0,0,2,0,0,0,0,0.5,15,0,1,0,0,5,0,0,0,3,0,0,2,7,3,3,0,0,2,0,0,5,0,0,0,1,0,0,0,0,0,0,5,0,5,0,3,0,0.2,3,10,0,0,2,2,0,0,7,1,0,0,0,2,0,15,0.5,0,0,3,0,0,0,8,9,0,3,0,0,4,1,0,0,0,3,10,0,0,0,4,0,0,0.5,0,0,0,0,0,0,0
r1999p22,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,20,0,2,0,0,0,0,0,5,0,8,0,0,0,5,0,0,12,0.2,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1999p23,0,0,2,0,0,0,0,2,0,0,0,3,0,0.2,0,0,0,8,0,0,2,4,0,0,0,0,0,0,0,8,0,0,0,0,35,0,0,0,0,0,0,8,15,0,0.1,0,0,0,10,0,0,15,1,0,0,1,1,0,0,0,3,15,0,0,0,0,0,0,6,0,1,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0
r1999p24,0,0,7,0,0,0,0,2,0.1,0,0,0,0,0.2,0,0.2,0,2,0,0,0,0.2,0.1,0.1,2,0,0,5,0,5,0,0,0,0,10,0,0,0,0,0,2,4,2,0,8,0,2,0,1,0,0,5,0.5,0,0,0,0,0,6,0,40,7,0,0,0,0,0,0,15,0,3,0,0,1,0,0,2,3,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
r2000p1,0,2,0,0,1,0,0,5,6,0,0,0,0,4,0,0,0,2,0,0,2,2,3,4,1,1,0,0,0.5,8,0,0,0,2,0,0,0,0,0,0,0,2,4,0,0,1,0,0,10,0,0,4,2,0.2,0,2,0.2,0,7,0.2,4,0.5,8,0,0,0,0.2,0,0,0,15,5,0,2,2,0.1,0,0,0,0,7,3,2,1,0,0,3,0,0,0,0,0,0.5,0,0,0,1
r2000p2,0,1,0,0,0,0,0,4,0,0,0,1,0,2,0,1,0,8,0,1,0,2,5,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0.5,0,5,0,5,0,1,0,0.5,0,3,0,0,1,0,0,0,0,0,0,10,0,40,0.5,0,0,0,0,0,0,0,0,7,0,0,0.3,0,0,0,0,0,0,5,1,0,5,0,0,0,0,0,0,0,0,0.2,0,0,0,0.5
r2000p3,0,0.5,20,0,1,0,0,8,3,0,0,2,0,3,0,0,0,2,0,0,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0,0,3,15,0,0,0,0,0,20,0,0,2,4,0,0,0,2,0,10,0,1,15,0,0,0,0,0,5,0,0,5,0,0,0,0.5,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0
r2000p4,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,20,0,0,0,0,25,0,0,0,0.3,0,0,0,20,0,0,0,2,0,10,0,0,2,2,0,0,0,0,0,5,0,7,8,0,0,0,0,0,3,0,0,3,0,0,0,0.2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r2000p5,0,15,0,0,0,0,0,3,3,0,0,0,0,1,0,0.2,0,0,0,0,5,3,7,2,1,0,0,7,0,3,0,0,0,2,0,0,0,0,0,0,7,5,3,0,2,0,1,0,5,0,0,2,2,0,0,0,0,0,7,0.5,1,2,4,0,0,0.1,0,0,0,0,2,0.5,0,2,0.2,0,2,0.5,0,0,2,0,6,0.5,0,0,1,0,0,0,0,0,0,0,0,0,1
r2000p6,0,2,0,0,0.5,0,0,2,4,0,0,0,0,2,0,0.5,0,2,0,0,0,2,4,2,3,0,7,1,0,4,1,0,0,1,0,0,0,0,1,0,8,4,1,0,4,0,1,0,2,0,0,2,2,0,0,1,0.5,0,1,0,18,0.5,5,0,0,0,1,0,0,0,2,1,0,2,2,0,2,0,0,0.5,5,4,12,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0
r2000p7,0,4,0,8,0,0,0,4,3,0,0,0,0,0,0,0,0,2,0,2,1,2,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,2,0,0,0,8,25,0,0,0,1,0,25,0,0,3,2,0,0,0,0,0,15,1,0,20,0,0,0,0,0,15,0,0,1,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r2000p8,0,1,30,0,0,0,0,1,5,0,0,8,0,2,0,0.5,0,2,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,15,0,0,0,0,0,10,0,0,3,0,0,0,0,2,0,4,0,4,8,0,0,0,0,0.5,5,0,0,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r2000p9,0,2,0,3,1,0,0,5,2,0,2,0,0,0,0,0,0,4,0,0,2,3,2,0,0,0,0,0,0.5,10,0,0,0,0,8,0,0,0,0,0,0,0,35,0,2,0,0,0,15,0,0,2,2,0,0,2,1,0,4,0,8,2,0,0,0,0,0,3,0,0,2,0.5,0,0,0,0.5,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
r2000p10,0,2,5,0,2,0,0,10,0,0,0,0,0,2,0,0,0,2,0,7,0,2,2,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,2,25,0,6,0,0,0,10,0,0,3,0,0,0,0,0,0,2,0,0,15,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0.5,2,0,3,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r2000p11,0,1,3,0.2,0,0,0,0,2,0,0,2,0,3,0,0,0,2,0,4,0,5,1,1,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,2,2,8,0,2,0,0,0,8,0,0,0,1,2,0,2,2,0,2,0,8,1,5,0,1,0.1,1,1,0,0,2,2,0,1,0.2,0,0,0.5,0,0,0,1,5,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0
r2000p12,0,5,3,3,0,0,0,3,0,0,0,0,0,2,0,0.2,0,2,0,3,0,5,10,0,2,0,3,0,0,4,0,0,0,0,10,0,0,0,0,0,0,3,5,0,2,0,0.5,0,7,0,0,2,0.5,0,0,0,2,0,3,0,3,1,0,0,0,0,0,0,0,0,7,0,0,1,0.2,0,0,0.2,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
r2000p13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,3,10,0,15,0,0,0,7,0,0,0,0.5,0,0,0,0,0,8,0,20,3,0,0,0,0,0,10,0,0,0,0,0,0.5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
r2000p14,0,0,20,0,0,0,0,2,3,0,0,3,0,0,0,0,0,2,0,0,1,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,3,30,0,0,0,0,0,15,0,0,2,1,0,0,0,0,0,4,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0.5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r2000p15,0,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0.5,0,2,1,3,0,5,0,0,4,0,0,0,0,1,0,0,0,0,0,5,0,30,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0
r2000p16,0,6,0,0,0.5,0,0,0.5,6,0,0,0.1,0,6,0,1,0,2,0,0,0,4,4,1,0,0,0,1,0.1,4,0,0,0,0,4,0,0,0,0,0,1,4,20,0,2,0,0.1,0,10,0,0,1,0.5,0,0,3,2,0,2,0,1,0.5,2,0,0,0,3,0,0,0,4,5,0,3,0,0,0,1,0,0,0,1,4,0,0,0,2,0,0,0,0,0,0,2,0,0,0
r2000p17,0,0,1,0,0,2,0,0,0,0,5,15,0,1,0,0,0,1,0,0,0,6,0,0,1,0,10,2,0.5,0,0,0,0,0,0,0,0,0,0,0,15,2,5,0,20,0,0.4,0,5,0,0,2,0.5,0,0,0,1,0,0,0,3,1,2,0,0,0,0.5,1,0,0,5,0,0,2,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r2000p18,0,0,3,10,0,0,0,2,0,0,0,50,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0.5,0,0,0,10,0,0,1,0.5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r2000p19,0,2,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,10,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,8,0,0,0,0,0,12,0,0,2,0,0,0,0,0,0,3,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0
r2000p20,0,0.5,2,0,0,0,0,1,10,0,0,2,0,3,0,0,0,3,0,0,0,5,4,2,2,0,0,0.5,0.5,5,0,0,0,0,0,0,0,0,0,0,15,2,7,0,1,0,0.5,0,4,0,0,12,0,0,0,2,2,0,1,0,15,1,5,0,0,0,2,0,0,0,10,5,0,2,0,0,0,0.1,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0
r2000p21,0,0,0.5,2,0,0,0,0.2,8,0,0.5,0,0,3,0,0,0,3,0,0,0,7,0,3,0,0,2,0,0.2,5,1,0,0,0,0,0,0,0,0,0,8,3,5,0,3,0,0,2,10,0,0,2,1,0,0,3,2,0,0,0,2,0,8,1,0,0,2,0,0,0,5,8,0,2,0,0,2,0.2,0,0,0,2,4,0,0,0,5,0,0,0,0,0,0,0,0.2,0,0
r2000p22,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,8,0,0,0,0,0,0,0,10,0,8,0,0,0,5,0,0,2,1,0,0,0,0,0,0,0,12,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r2000p23,0,0,2,0,0,0,0,2,2,0,0,2,0,0,0,0,0,3,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,20,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,3,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
r2000p24,0,0.5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,5,0,0,0,0,0,2,0,2,0,4,0,0.2,0,3,0,0,2,0,0,0,0,0,0,3,0,45,0,0,0,0,0,0,0,0,0,2,0,0,0.5,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
r2001p1,0,1,0,0,2,0,0,4,20,0,0,0,0,7,0,0.3,0,3,0,0,0,5,5,7,0.2,0.5,0,0,1,10,0,0,0,1,0,0,0,0,0,0,0,2,6,0,0,0.1,0,0,15,0,0,6,1,0.5,0,3,1,0,2,0,4,1,15,0,0,0,0,0.2,0,2,5,8,0,8,0,1,1,1,0,1,2,2,5,0.4,0,0,2,0,0,0,0,0,0.3,0,0,0,0
r2001p2,0,0.5,0,0,0,0,0,15,7,0,0,1,0,1,0,2,0,3,0,1.5,1,3,1,1,0,0,2,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,2,1,1,0,5,0,2,0,3,0,0,2,1,0,0,1,0.5,0,3,0,50,2,0,0,0,0,0,0,0,4,3,0,0,2,0,0,0.5,0,0,0,5,0.5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
r2001p3,0,0,10,0,0.5,0,0,7,2,0,0,2,0,1,0,0,0,5,0,0,1,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.1,0,0,3,25,0,0,0,0,0,20,0,0,2,5,0,0,0,1,0,3,0,1,2,2,0,0,0,0,1,0,4,5,0,0,1,0.3,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0
r2001p4,0,1,1,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,40,0,0,0,1,0,15,0,0,0,5,0,0,1,0,0,5,0,4,2,0,0,0,0,0,0,12,0,4,0,0,0,0.5,0,1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
r2001p5,0,2,0,0,0,0,0,10,4,0,0,0,0,1,0,0.2,0,1,0,0,1,2,2,2,1,0,2,5,0.5,5,0,0,0,0,0,0,0,0,0,0,4,0,2,0,6,0,0,0,7,0,0,2,2,0,0,1,0.5,0,3,0,2,2,0,0,0,0,1,0,0,0,5,0,0,4,0,0,1,1,0,5,1,1,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5
r2001p6,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,2,0,0,0,1,2,1,1,0,10,3,0.5,3,0.5,0,0,0,0,0,0,0,0.5,0,8,1,2,0,5,0,0.1,0,8,0,0,1,2,0,0,3,1,0,1,0,20,0,3,0,0,0,3,0,0,3,1,5,0,15,1,0,3,1,0,1,2,2,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0
r2001p7,0,1,0,0,0.5,0,0,20,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,2,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0.5,0,0,5,10,0,1,0,1,0,15,0,0,1,5,0,0,0,0,0,8,0.1,1,5,0,0,0,0,0,0,20,0,1,1,0,1,0.2,0,0,0,0,0,2,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0.5
r2001p8,0,0,40,3,1.5,0,0,5,3,0,0,8,0,0,0,0.1,0,2.5,0,0,1,1,2,0,0,0,1,0,0,10,0,0,0,0,4,0,0,0,0,0,0,1,15,0,0,0,0,0,15,0,0,4,3,0,0,0,3,0,1,0,2,2,0,0,0,0,0,1,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r2001p9,0,2,0,10,2,0,0,6,1,0,5,0,0,1,0,0,0,3,0,1,1,1,1,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,25,0,1,0,0,0,14,0,0,1,2,0,0,4,1,0,1,0,3,0,0,0,0,0,0,1,0,4,1,2,0,1,0,0,0,5,0,0,1,0,4,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0
r2001p10,0,1,12,0,2,0,0,6,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,12,0,2,0,2,0,15,0,0,2,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0.5,5,0,8,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r2001p11,0,1,0,0,0.1,0,0,1,5,0,0,1,0,2,0,0,0,1,0,1,0.5,4,1,2,0,0,0,0,2,1.5,0.5,0,0,0,5,0,0,0,0,0,2,1,10,0,3,0,0,0.5,6,0,0,0.5,2,1.5,0,4,2,0,0.5,0,5,0,2,0,1,0,9,4,3,0,3,10,0,6,0,0,0.5,1,0,0,0,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0
r2001p12,0,2,0,0,0,0,0,8,3,0,0,0,0,2,0,0.2,0,2,0,3,1,6,6,0,0,0,8,0,0,4,0,0,0,0,5,0,1,0,0,0,0,1,10,0,7,0,1,0,8,0,0,4,2,0,0,0,0,0,3,0,1,0.5,0,0,0,0,0,2,0,0,6,0,0,4,1,0,0,0,0,0,1,0.5,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0
r2001p13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,0,0,0,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,1,4,0,12,0,0,0,40,0,0,0,0.5,0,0,0,0,0,6,0,4,0.5,1,0,0,0,0,8,0,0,0,0,0,1,0.5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0
r2001p14,0,0,5,0,1.5,0,0,4,2,0,0,5,0,0,0,0,0,2,0,2,2,3,0.5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7,1,12,0,0,0,0,0,18,0,0,0.5,2,0,0,1,1,0,2,0,0.5,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
r2001p15,0,0,2,0,0,1,0,10,3,0,0,0,0,2,0,0.1,0,0,0,0,0,1,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,10,2,5,0,8,0,0.2,1,10,0,0,3,0,0,0,0.5,8,0,4,0,15,0,3,0,0,0,0,1,0,0,2,1,0,3,0,0,1,2,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,35,0,0,0
r2001p16,0,5,0,1,1,0,0,3,15,0,0,0,0,4,0,0.1,0,5,0,0,0,3,3,2,1,0,3,0,0.5,3,0,0,0,1,4,0,0,0,0,0,2,2,20,0,5,0.2,0.2,0,12,0,0,4,2,0,0,6,1,0,1,0,3,0.5,7,0,0,0,6,0,0,0,6,5,0,10,0.2,0,0,1,0,0,0,3,7,0,0,0,4,0,0,0,0,0,0,5,0,0,0
r2001p17,0,0,0,0,0,3,0,1,1,0,10,35,0,0.5,0,0,0,1,0,0,0,3.5,1,1,0,0,5,1,1,3,0,0,0,0,0,0,0,0,0,0,8,1,4,0,25,0,1,1,4,0,0,1,1,0,0,2,1,0,0,0,2,2,0,0,0,0,2,1,0,0,7,2,0,2,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
